income,idapp,Education,income Groups,generation,Facebook,Flickr,Fox.com,LinkedIn,NYTimes.com,Weather.com,TripAdvisor.com,WSJ.com,Validation,Smart phone linear,smart_phone
13749.5,2644961,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
13749.5,2645065,Some college,Low - 31250,Younger Boomers (45-54),1,1,0,0,0,0,0,0,0,0,No
57499.5,2645070,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
46249.5,2645542,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
46249.5,2648231,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
43749.5,2648801,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
31249.5,2649115,Some college,Low - 31250,Seniors (66+),1,0,0,0,0,1,0,0,0,0,No
137499.5,2652272,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
62499.5,2655803,Some college,52500 - 72500,Seniors (66+),0,0,1,0,0,1,0,0,0,0,No
36249.5,2656867,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
3749.5,2657583,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
41249.5,2658567,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
57499.5,2659565,Some college,52500 - 72500,Younger Boomers (45-54),0,0,1,0,0,1,1,0,0,0,No
13749.5,2661716,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,2661735,Some college,72500 - 1e+5,Gen X (31-44),0,0,1,0,0,0,0,0,0,0,No
31249.5,2663451,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
33749.5,2667191,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
21249.5,2668723,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,1,0,0,1,0,No
82499.5,2670458,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
52499.5,2671024,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
77499.5,2673006,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,1,0,0,0,0,0,0,0,No
112499.5,2673027,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,1,0,1,0,No
3749.5,2675874,Some college,Low - 31250,Gen Y (18-30),0,0,1,0,1,1,1,1,0,0,No
112499.5,2678128,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
52499.5,2678256,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,1,0,0,0,No
43749.5,2678409,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
48749.5,2678443,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
112499.5,2678747,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
41249.5,2678967,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,1,0,0,0,No
41249.5,2679621,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
11249.5,2680460,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
18749.5,2683569,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
38749.5,2684216,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
36249.5,2685396,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
77499.5,2687478,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
67499.5,2687790,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
57499.5,2688072,Some college,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
16249.5,2688128,Some college,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,1,0,0,0,No
57499.5,2688270,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
43749.5,2688946,Some college,31250 - 52500,Gen X (31-44),1,0,0,1,0,1,0,0,0,0,No
26249.5,2689418,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
41249.5,2689722,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
112499.5,2690656,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
87499.5,2691244,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
33749.5,2701023,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
67499.5,2701631,Some college,52500 - 72500,Gen X (31-44),0,0,1,0,0,0,0,0,0,0,No
38749.5,2702767,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
87499.5,2703021,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
18749.5,2703101,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,1,1,0,No
52499.5,2703474,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
43749.5,2703792,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
33749.5,2705465,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
36249.5,2707532,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
46249.5,2711287,Some college,31250 - 52500,Younger Boomers (45-54),0,0,1,0,0,1,0,0,0,0,No
33749.5,2712288,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
92499.5,2712541,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,1,0,0,0,No
41249.5,2713806,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
3749.5,2724632,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
3749.5,2724741,Some college,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
112499.5,2725574,Some college,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
52499.5,2726371,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
41249.5,2726638,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
112499.5,2729651,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
62499.5,2730354,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
18749.5,2732039,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
57499.5,2733143,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,2733810,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
38749.5,2734073,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
57499.5,2736060,Some college,52500 - 72500,Gen X (31-44),1,0,1,0,0,0,0,0,1,0,No
77499.5,2739146,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
52499.5,2739306,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
11249.5,2739823,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
28749.5,2739860,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,2747068,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,1,0,No
33749.5,2749188,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
77499.5,2758017,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
23749.5,2760677,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
36249.5,2761905,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
137499.5,2762023,Some college,1e+5 - High,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
112499.5,2762654,Some college,72500 - 1e+5,Younger Boomers (45-54),1,1,1,0,0,1,1,0,1,0,No
41249.5,2764427,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
28749.5,2767252,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
31249.5,2769134,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
16249.5,2770978,Some college,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
72499.5,2771699,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
26249.5,2772784,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
23749.5,2775483,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
38749.5,2776501,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
46249.5,2776944,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
67499.5,2779087,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
28749.5,2780643,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
23749.5,2781006,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
77499.5,2781631,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
36249.5,2782424,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
26249.5,2783701,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
8749.5,2784024,Some college,Low - 31250,Gen Y (18-30),1,0,0,1,0,0,0,0,0,0,No
38749.5,2784085,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
52499.5,2786175,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
43749.5,2787199,Some college,31250 - 52500,Gen Y (18-30),0,0,0,0,0,1,0,0,1,0,No
52499.5,2787751,Some college,31250 - 52500,Gen Y (18-30),1,0,1,0,1,1,0,0,0,0,No
23749.5,2788039,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
87499.5,2788950,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
28749.5,2789374,Some college,Low - 31250,Gen X (31-44),1,1,0,0,0,0,0,0,1,0,No
97499.5,2790627,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
62499.5,2794408,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
26249.5,2796804,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,1,0,0,0,0,0,0,No
112499.5,2800325,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
137499.5,2801736,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
18749.5,2803502,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
36249.5,2807993,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
36249.5,2812090,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
57499.5,2812707,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
162499.5,2813366,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,1,0,0,0,No
11249.5,2814685,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
31249.5,2815396,Some college,Low - 31250,Younger Boomers (45-54),1,0,1,0,0,0,0,0,0,0,No
31249.5,2815800,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
87499.5,2818806,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
62499.5,2819147,Some college,52500 - 72500,Younger Boomers (45-54),0,0,1,0,0,0,1,0,0,0,No
72499.5,2819451,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
72499.5,2819535,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
62499.5,2819955,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
162499.5,2821544,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
41249.5,2821608,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
57499.5,2822047,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,1,0,0,0,0,0,0,No
67499.5,2822725,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
28749.5,2823089,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
41249.5,2823460,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
33749.5,2823644,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
52499.5,2823989,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
31249.5,2825929,Some college,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
28749.5,2826847,Some college,Low - 31250,Older Boomers (55-65),1,0,1,1,1,0,0,0,0,0,No
13749.5,2826912,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
92499.5,2826919,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
52499.5,2827285,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
21249.5,2827492,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
43749.5,2828019,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
48749.5,2828557,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
38749.5,2828985,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,1,0,No
52499.5,2831215,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
21249.5,2833110,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
23749.5,2834009,Some college,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
72499.5,2837797,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
28749.5,2837819,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
36249.5,2838679,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
18749.5,2840894,Some college,Low - 31250,Older Boomers (55-65),0,0,1,0,0,1,0,0,0,0,No
137499.5,2841424,Some college,1e+5 - High,Seniors (66+),1,0,0,0,0,0,0,0,1,0,No
112499.5,2841642,Some college,72500 - 1e+5,Seniors (66+),1,0,0,0,0,0,0,0,1,0,No
41249.5,2842473,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
41249.5,2844434,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
16249.5,2844535,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,2844625,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
77499.5,2846131,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
33749.5,2847019,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
3749.5,2847064,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
52499.5,2847595,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
77499.5,2851241,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
82499.5,2852119,Some college,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,1,0,0,0,No
33749.5,2853985,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
62499.5,2856555,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
43749.5,2856700,Some college,31250 - 52500,Gen X (31-44),1,0,1,0,0,1,0,0,1,0,No
28749.5,2856836,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
36249.5,2856917,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
13749.5,2856990,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
137499.5,2857665,Some college,1e+5 - High,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
52499.5,2858124,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
62499.5,2859428,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
26249.5,2860522,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
137499.5,2861491,Some college,1e+5 - High,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
46249.5,2862140,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
23749.5,2862460,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
97499.5,2863774,Some college,72500 - 1e+5,Gen X (31-44),0,0,1,0,0,1,0,0,0,0,No
48749.5,2864758,Some college,31250 - 52500,Seniors (66+),1,0,0,0,0,1,0,0,1,0,No
41249.5,2864825,Some college,31250 - 52500,Gen X (31-44),1,1,1,1,1,1,1,1,1,0,No
77499.5,2865507,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
162499.5,2867104,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,1,0,0,0,1,0,No
46249.5,2867255,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
52499.5,2867711,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
112499.5,2868782,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
41249.5,2868988,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
18749.5,2869222,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
57499.5,2869481,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
3749.5,2870149,Some college,Low - 31250,Younger Boomers (45-54),1,1,0,0,0,1,0,0,0,0,No
87499.5,2872976,Some college,72500 - 1e+5,Gen X (31-44),1,1,0,0,0,1,0,0,1,0,No
112499.5,2873859,Some college,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
52499.5,2874802,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
57499.5,2878036,Some college,52500 - 72500,Younger Boomers (45-54),0,0,1,0,0,1,0,1,0,0,No
23749.5,2878426,Some college,Low - 31250,Gen Y (18-30),1,1,0,0,0,0,0,0,0,0,No
46249.5,2879532,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
67499.5,2879802,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
187499.5,2880165,Some college,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,2880644,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
26249.5,2881132,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,1,0,0,1,0,No
18749.5,2882051,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
46249.5,2882692,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
72499.5,2882760,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
52499.5,2882783,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,2882883,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
36249.5,2883482,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
48749.5,2883987,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
77499.5,2884178,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
3749.5,2884660,Some college,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
43749.5,2884893,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
31249.5,2885333,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
62499.5,2885817,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
52499.5,2886012,Some college,31250 - 52500,Older Boomers (55-65),1,0,1,0,0,1,0,0,0,0,No
72499.5,2886661,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
33749.5,2888369,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,1,0,0,0,0,0,0,No
72499.5,2889354,Some college,52500 - 72500,Younger Boomers (45-54),0,0,1,0,0,1,0,0,0,0,No
46249.5,2890087,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
23749.5,2891490,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
38749.5,2893779,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,1,0,0,1,0,No
21249.5,2894054,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
274999.5,2894839,Some college,1e+5 - High,Younger Boomers (45-54),1,0,1,0,0,0,0,1,0,0,No
41249.5,2895724,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
57499.5,2895947,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
23749.5,2899413,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
48749.5,2899807,Some college,31250 - 52500,Gen X (31-44),0,0,1,0,0,1,0,0,1,0,No
3749.5,2900631,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
48749.5,2901904,Some college,31250 - 52500,Younger Boomers (45-54),0,0,1,0,0,0,0,0,0,0,No
38749.5,2903256,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
137499.5,2903743,Some college,1e+5 - High,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
137499.5,2904137,Some college,1e+5 - High,Older Boomers (55-65),0,1,0,0,0,0,0,0,0,0,No
137499.5,2904747,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
77499.5,2910194,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
112499.5,2910782,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
43749.5,2911805,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
31249.5,2912369,Some college,Low - 31250,Gen Y (18-30),1,1,0,0,0,0,1,0,1,0,No
13749.5,2913073,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
62499.5,2913824,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
23749.5,2914668,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,2916404,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
67499.5,2916880,Some college,52500 - 72500,Gen X (31-44),1,1,0,0,0,1,0,0,1,0,No
21249.5,2916995,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
26249.5,2918095,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
43749.5,2918622,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
97499.5,2918819,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
13749.5,2919059,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,1,1,0,1,1,0,No
57499.5,2919224,Some college,52500 - 72500,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
28749.5,2919401,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
77499.5,2919835,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
16249.5,2919956,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
41249.5,2920152,Some college,31250 - 52500,Gen X (31-44),1,0,1,0,0,1,0,0,1,0,No
77499.5,2920516,Some college,72500 - 1e+5,Seniors (66+),1,0,1,0,0,1,0,0,0,0,No
87499.5,2984703,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,1,0,1,0,0,0,0,No
44999.5,3057116,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
54999.5,3168811,Some college,52500 - 72500,Gen X (31-44),1,1,0,0,0,0,0,0,1,0,No
112499.5,3170416,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
72499.5,3221902,Some college,52500 - 72500,Gen Y (18-30),1,1,0,0,0,0,0,0,1,0,No
57499.5,3241662,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
22499.5,3242646,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,3246050,Some college,31250 - 52500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
87499.5,3276791,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
87499.5,3314393,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
87499.5,3315269,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
72499.5,3342564,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,1,0,0,0,No
28749.5,3403300,Some college,Low - 31250,Gen X (31-44),1,1,1,0,0,1,0,0,0,0,No
41249.5,3495863,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
137499.5,3535031,Some college,1e+5 - High,Gen X (31-44),0,0,0,1,0,1,0,0,1,0,No
72499.5,4002725,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,4004635,Some college,72500 - 1e+5,Older Boomers (55-65),1,0,1,1,0,1,0,0,1,0,No
224999.5,4009362,Some college,1e+5 - High,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
